Locutor,text,Sarcasmo,Utsumi,hipérbole,Haverkate,Grice,Nakamura,Acto de habla
archer,"Lana, véte, AJ está en buenas manos. Sé lo que hago, he leído diez libros del club de las canguros",FALSE,,FALSE,,,,
archer,"Eh, qué va! Solo esa frase!",FALSE,,FALSE,,,,
lana,De verdad?,FALSE,,FALSE,,,,
archer,"Así, básicamente lo más cañero",FALSE,,FALSE,,,,
butters,"Chicos, no entiendo el futbol. Por eso, creo que soy mal jugando",FALSE,,FALSE,,,,
conway,"No, es.. blindado",FALSE,,FALSE,,,,
archer,Y sigo sin ver por qué tengo yo que cargar del pibe,FALSE,,FALSE,,,,
randy,"Aubuelo, cuánto gastaste en eso?",FALSE,,FALSE,,,,
archer,Lana,FALSE,,FALSE,,,,
slater,"Es Streling Archer, este es Baruk Ascani",FALSE,,FALSE,,,,
archer,Sí o en un motél o en un váter por...,TRUE,alusión,FALSE,,manera,,representativo
criminal,Quiero decir que esa es la única puerta,FALSE,,FALSE,,,,
lana,"Espera, ¿ya te sabía la clave?",FALSE,,FALSE,,,,
criminal,Estoy cargando,FALSE,,FALSE,,,,
criminal,No le importa lo que estoy haciendo con su sevidor?,FALSE,,FALSE,,,,
pam,"Con usted, cuesta distinguir",FALSE,,FALSE,,,,
randy,"Sí, no, no. Bien hecho por usted",TRUE,insinceridad,FALSE,contrario,calidad,,expresivo
archer,Y yo,FALSE,,FALSE,,,,
cartman,"Hola, Craig, como estás? Token apuesto que tu mamá tiene joyas que no le extrañará perder. Bebe, te ofrezco algo para tus diamantes falsos de tus aretes. Quizá pueda darte... Butters, qué carajos!",FALSE,,FALSE,,,,
randy,"Rayos, esto es genial, mi semana acaba de mejora mucho",TRUE,"insinceridad,emocional",TRUE,distinto,calidad,,expresivo
slater,Te pido que no sigas,FALSE,,FALSE,,,,
archer,Desintoxicándose,TRUE,insinceridad,FALSE,distinto,calidad,,representativo
lana,¿Y puedes prometer que aunque Conway?,FALSE,,FALSE,,,,
archer,"Sí, soy igualíto que Cristi con un toquecíto de Claudia",FALSE,,FALSE,,,,
dependiente de oro,"""Que se pasó por fuera de mi tienda y dijo: """"una señora asiática me encantará joderla"""". Un jodedor de mujeres asiáticas""",FALSE,,FALSE,,,,
krieger,No,FALSE,,FALSE,,,,
archer,"Es broma, son sus tres días libres anuales. Suelen ser dos, pero le he dejado recuperar uno del año pasado",FALSE,,FALSE,,,,
malory,Y ya que eres la única de aquí que odia a los niños,FALSE,,FALSE,,,,
stan,"Tiene razón, chicos, a partir de ahora eres el capitán Butters. ¡Llévanos a la victoria!",FALSE,,FALSE,,,,
archer,Sí,FALSE,,FALSE,,,,
archer,Rondie?,FALSE,,FALSE,,,,
randy,"Sí lo pienso realmente. Ayúdame, Sharon, ayúdame",TRUE,"insinceridad,alusión",FALSE,contrario,calidad,,"representativo,directivo"
randy,"Sí claro, ahora no puedo dejar el sarcasmo",TRUE,"insinceridad,alusión",FALSE,contrario,calidad,,representativo
lana,¿Y por qué nosotros? ¿No es mejor que quede en casa en la CIA?,FALSE,,FALSE,,,,
las dos,¿La cabeza de quién?,FALSE,,FALSE,,,,
archer,Porque no quieres que beba licores,TRUE,alusión,FALSE,distinto,manera,expectación,representativo
lana,Pero cuando veas que no. Cállate! Esto es el número de centro de CIA de un empleado que vendrá a avisarme,FALSE,,FALSE,,,,
slater,"Es Slater a secas y esperé. ¿Perdona, vamos a tener un problema tú y yo?",FALSE,,FALSE,,,,
cyril,Ray. ¿Lo ves?,FALSE,,FALSE,,,,
animador,"Espera Vivian, te comunicamos con un representante y saludarás a él. Gracias por comprar con nosotros y felicitaciones por estos aretes faux de cuatorce quilates. A ese precio fue prácticamente un robo",FALSE,,FALSE,,,,
slater,Es que quieres cabrearme?,FALSE,,FALSE,,,,
anuncio,Busca ya una botella de la cremosidad de Butters,FALSE,,FALSE,,,,
slater,Esto a… ¿Vuelvo en otro rato?,FALSE,,FALSE,,,,
animador,No lo recuerdas? Pero recuerdas el número de tu tarjeta de crédito?,FALSE,,FALSE,,,,
cyril,"Archer, eso es ",FALSE,,FALSE,,,,
jugador,¿Practicar un lunes? ¡Justo lo que yo quería hacer!,TRUE,"insinceridad,emocional",TRUE,contrario,calidad,expectación,expresivo
lana,"Oye, no te preocupes por AJ, ¿vale?",FALSE,,FALSE,,,,
randy,"Fue bueno, Payton, pero hay que mejorar",FALSE,,FALSE,,,,
cartman,Tiene un sabor a humo y también a cloro,FALSE,,FALSE,,,,
criminal,"No, gracias, no debería",FALSE,,FALSE,,,,
stan,"Sí amigo, es una réplica de la corbata del Rey Enrique V",FALSE,,FALSE,,,,
pam,Á mí no me grite que no la he perdido. Intente volver sobre sus patos,FALSE,,FALSE,,,,
cartman,"Bueno, no estoy jodiéndola y lo sabe",FALSE,,FALSE,,,,
lana,De las diez dobles,FALSE,,FALSE,,,,
criminal,Buena suerte con las cartas sangrientas,FALSE,,FALSE,,,,
krieger,Y literalmente,FALSE,,FALSE,,,,
pam,¡Eh! ¿Es mucho pedir durante la maldíta jordana laboral dos sesiones de ochenta minutos sin interrupciones para cagar?,FALSE,,FALSE,,,,
lana,Eso no es excusa... Espera esa es tu excusa?,FALSE,,FALSE,,,,
stan,Ustedes son la escoria del mundo! Los ancianos son víctimas de canales de venta y ustedes descansan en sus mansiones y ganan billones!,FALSE,,FALSE,,,,
lana,No,FALSE,,FALSE,,,,
lana,"Oye, nos vamos en cinco minutos",FALSE,,FALSE,,,,
stan,Sí puede hacerle pruebas,FALSE,,FALSE,,,,
randy,"A caso no ven. Ya que estamos en esto, deberíamos reemplazar el balón por un globo. Y quién atrape el globo correrá mientras el resto de los jugadores se abrazan",TRUE,"alusión,insinceridad",TRUE,distinto,"calidad,relevancia",expectación,representativo
kyle,Este sujeto intenta timarnos podemos ir a otro lado,FALSE,,FALSE,,,,
lana,Por qué iba a traer cerveza?,FALSE,,FALSE,,,,
archer,"Sí, idiota y también varias balas",FALSE,,FALSE,,,,
cyril,"Y mientras sacamos AJ de aquí, tú qué vas a hacer?",FALSE,,FALSE,,,,
randy,"Momento, momento, wow. ¿Qué mierda es esa?",FALSE,,FALSE,,,,
criminal,"Mucho, venga, ahora meta la secuencia de datos...",FALSE,,FALSE,,,,
dependiente de oro,Qué esmeralda le gusta,FALSE,,FALSE,,,,
slater,"Sí, Conway Stern. ¿Preguntas?",FALSE,,FALSE,,,,
archer,Sí,FALSE,,FALSE,,,,
criminal,Sí ya la tengo. Qué bien!,FALSE,,FALSE,,,,
krieger,"Sí, pero ",FALSE,,FALSE,,,,
stan,"Tiene idea de como se sentiría comenzar a perder sus recuerdos? No, porque ninguno de sus familiares está sufriendo de alzheimer, pues yo sí",FALSE,,FALSE,,,,
rodger goodell,"Como comisionado de NFL, me entusiasma ver que la joventud de nuestro país acepta el sarcasmobol sobre el futbol tradicional. ¿Pero, por qué detenernos allí? Como futbol es de bárbaros, nosotros deberíamos cambiar también. Le demos la bienvenida al nuevo entrenador de Broncos de Denver, Randy Marsh. Felicitaciones Marsh, buen trabajo",TRUE,"insinceridad,alusión,emocional",TRUE,distinto,calidad,,"representativo,expresivo,declarativo"
lana,¿Lo dices porque tienes hambre?,TRUE,,FALSE,,calidad,expectación,representativo
archer,"A tu ridículo, qué es un tipi?",FALSE,,FALSE,,,,
cartman,Qué dijo?,FALSE,,FALSE,,,,
dependiente de oro,"Bienvenido, bienvenido a la tienda de despeto",FALSE,,FALSE,,,,
cartman,"Como verá, quiero evitar los intermediarios. Quiero comprarles sus joyas directamente a ustedes para... Hijos de puta!",FALSE,,FALSE,,,,
archer,"Después de puñalarme, literalmente, por la espalda",FALSE,,FALSE,,,,
archer,"Sí. ¿Puedo empezar, yo? ¿Os importa si empiezo yo? Tú estás como una puta cabra",FALSE,,FALSE,,,,
criminal,Esos tíos. Qué imbéciles! No?,FALSE,,FALSE,,,,
cheryl,¿Qué haces Ley?,FALSE,,FALSE,,,,
madre de stan,¿No ves qué este deporte le hizo a su padre? ¿Acaso quieres terminar como él?,FALSE,,FALSE,,,,
espectador,"¡Sí, soy fanático de todas tus temas de moda!",TRUE,"insinceridad,emocional",TRUE,distinto,calidad,,expresivo
archer,"Claro que lo vamos a hablar luego, te lo prometo",FALSE,,FALSE,,,,
madre de stan,"¿Randy, te lo piensas?",FALSE,,FALSE,,,,
archer,"Ni tú. Me de igual que seaís el presidente y la primera dama de Brasilia de visita en América de buena voluntad para los sedes de los servicios de la inteligencia. El coronel Lando de las fuerzas especiales no trabaja para tí.  Aunque, la tapadera, la has clavado",FALSE,,FALSE,,,,
ray,Qué ha dicho?,FALSE,,FALSE,,,,
todos,¿Eso qué es?,FALSE,,FALSE,,,,
archer,"No, en serio",TRUE,"alusión,emocional,insinceridad",FALSE,contrario,calidad,,representativo
slater,"De acuerdo, pero porque yo quiero. Uno de nuestros, pues supongo que podemos llamarlos freelance.",FALSE,,FALSE,,,,
conway,No me jodas,FALSE,,FALSE,,,,
butters,"Oh, siento, lo siento. Todos tenemos un relleno cremoso, Eric. Y muchos tenemos tantos sentimientos que de vez en cuanto se escapan. Muchas veces que estoy durmiendo, y en especial, si estoy teniendo sueños hermosos que me hacen sentir bien. A veces me despierto y cuando lo hago, me doy cuenta de que mi cremosidad se salió. Oy, Dios, esta vez fue mucho. Pero siempre me aseguro guardarla por si me quedo sin mis sentimientos de felicidad",FALSE,,FALSE,,,,
butters,"Mi cremosidad no sale todas las noches, pero va seguro de estar abastecido",FALSE,,FALSE,,,,
criminal,Eres él que está desangrando,FALSE,,FALSE,,,,
lana,¡Eh!,FALSE,,FALSE,,,,
archer,Archerizar este plan,FALSE,,FALSE,,,,
archer,Callados y esperad a mi señal,FALSE,,FALSE,,,,
criminal,Solo ese,FALSE,,FALSE,,,,
butters,¿Qué es sarcasmo y qué es esperma?,FALSE,,FALSE,,,,
sujeto de comprar oro 4,"Así es, quien lo rimó, nos timó",FALSE,,FALSE,,,,
butters,"Sí, pero no puedo ser el capitán. Soy malo en todo",FALSE,,FALSE,,,,
cheryl,El mexicano negro,FALSE,,FALSE,,,,
criminal,"Espere, espere",FALSE,,FALSE,,,,
archer,"No señor Archer, ni hablar, no hasta que me lleve a la sede de ISIS para que pueda acceder al ordenador central",FALSE,,FALSE,,,,
guardia,"Y su identificación, por favor",FALSE,,FALSE,,,,
stan,Y en la escuela no hacemos las jugadas ya que son peligrosas,FALSE,,FALSE,,,,
animador,"Mali tiene el globo. Está deciendo cosas muy lindas sobre el otro equipo. Malin se encuentra con G Woodly. Le entrega el globo a Woodly. El árbitro se acerca. El árbitro decide que es una notación. Espera, ahora se acerca otro árbitro y señala que es un punto en contra",FALSE,,FALSE,,,,
abuelo,"Algún día le gustarán, le gustarán mucho. Ella es un beba todavía. ",FALSE,,FALSE,,,,
dependiente de oro,"Muy buena elección. Es muy hermosa, miren es muy hermosa",FALSE,,FALSE,,,,
archer,Baruk?,FALSE,,FALSE,,,,
cheryl,"Primero, lo del mes pasado no fue violencia homófoba",FALSE,,FALSE,,,,
archer,Y ya estoy haciendo de canguro de que claramente sí es un bebé,FALSE,,FALSE,,,,
archer,Estáis jugando al strip poker?,FALSE,,FALSE,,,,
butters,Mi salchicha está dura como una flecha,FALSE,,FALSE,,,,
lana,Mi?,FALSE,,FALSE,,,,
lana,"Pero, podrías haber conseguido el disco tú solo. ¿Para qué nos has hecho venir?",FALSE,,FALSE,,,,
stan,No collar de oro con diamantes,FALSE,,FALSE,,,,
malory,"Por favor, es un esqueleto de bebé",FALSE,,FALSE,,,,
randy,Se acabó. Debería irme a casa y olvidarme de lo que este deporte me ha hecho. ¡Que miles de personas juegen el sarcasmobol y terminen como yo!,TRUE,"insinceridad,emocional",TRUE,distinto,calidad,expectación,"expresivo,representativo"
un niño,No recuerdo si debemos abrazar el defensor o decirle algo lindo. Estoy confundido,FALSE,,FALSE,,,,
criminal,Dónde cojones está el botiquín,FALSE,,FALSE,,,,
criminal,Así?,FALSE,,FALSE,,,,
slater,Me voy,FALSE,,FALSE,,,,
stan,Esta corbata cuesta seis mil dólares,FALSE,,FALSE,,,,
malory,tiene,FALSE,,FALSE,,,,
criminal,Claro que sí. Puedo cogerla?,FALSE,,FALSE,,,,
dependiente de oro,"De acuerdo, de siete capas, pero esto es mi mejor oferta",FALSE,,FALSE,,,,
dependiente de oro,"Son diamantes genuinos, verdad?",FALSE,,FALSE,,,,
lana,Acabo de hacer. A ver dónde está y cuál es la información,FALSE,,FALSE,,,,
conway,"Como una mujer despechada, ¿te acuerdas de que te despeché un poco la última vez que nos vimos?",FALSE,,FALSE,,,,
archer,"Cómo que no? Y se ve que es una bromista, pero le aseguro señor Archer, que todo esto es muy real",FALSE,,FALSE,,,,
krieger,"Bueno, ¿qué tal? ¿Cómo te va?",FALSE,,FALSE,,,,
archer,"¿Qué te importa, Lana?",FALSE,,FALSE,,,,
cartman,"Butters, tú entiendes este juego mejor que nadie",FALSE,,FALSE,,,,
kyle,"¿Eh, cómo es que no tenemos un entrenador?",FALSE,,FALSE,,,,
cyril,Nos vamos ya?,FALSE,,FALSE,,,,
slater,"Sí, ese Ley te da secas, una sola palabra y…",FALSE,,FALSE,,,,
archer,"Hola, chicos",FALSE,,FALSE,,,,
cyril,Yo no te jodo,FALSE,,FALSE,,,,
animador,"Lo cierto es que el juego es muy emocionante. Y un juego emocionante que terminó en cero a cero es un juego que quiero ver dos veces. Es un juego que quiero ver cuatro veces. Oye esto, quiero ver este juego cinco veces. Buena suerte el domingo. Seguro que será otro juego que querré ver dos veces. Oye esto, trece veces",TRUE,insinceridad,TRUE,distinto,"calidad,cantidad",expectación,"expresivo,comisivo"
malory,"Tóma ya, actos se estudian",FALSE,,FALSE,,,,
malory,En los cojínes de sofá no he estado,FALSE,,FALSE,,,,
conway,"Creo que sufro una conmoción. El infierno no conoce ira, ¿eh?",FALSE,,FALSE,,,,
cheryl,Haber cruzado el río grande?,TRUE,alusión,FALSE,,relevancia,,representativo
cyril,"Cuando cerramos, aquel tipo",FALSE,,FALSE,,,,
conway,¿Su hija es tuya?,FALSE,,FALSE,,,,
padre de butters,"Oh, bien, Butters. Es la brújula de amistad. Cuando hay amigos tuyos en el área, tu pequeña brújula indica donde están. Apunta hacia arriba, porque Jesús es tu amigo",FALSE,,FALSE,,,,
ray,"Rondie, era el que estaba pensando",FALSE,,FALSE,,,,
randy,Mi hijo está jugando a ese juego ahora. Me alegra el corazón ver como usted se preocupa por su seguridad,TRUE,"insinceridad,emocional",TRUE,distinto,calidad,expectación,"expresivo,representativo"
randy,"Gracias, comisionado. Me emociona formar parte de todo esto, gracias",TRUE,"insinceridad,emocional",FALSE,contrario,calidad,,expresivo
cheryl,Creía que era la cuija,FALSE,,FALSE,,,,
cartman,"No sé, creo que llevaría esa de allí",FALSE,,FALSE,,,,
archer,Ya lo sé,FALSE,,FALSE,,,,
lana,"A él, Slater dice que has estado genial",FALSE,,FALSE,,,,
butters,"No Eric, eres un jugador genial",FALSE,,FALSE,,,,
empresario,"Quien lo negó, lo proveyó",FALSE,,FALSE,,,,
criminal,"Recargando, no sé para qué lo digo en voz alta",FALSE,,FALSE,,,,
criminal,"Porque así lo siguiente será mucho más fácil, bueno para mí",FALSE,,FALSE,,,,
butters,Bien hecho niño,FALSE,,FALSE,,,,
abuelo,"Oh, para mí? Oh, dios mío, allí está, el viejo Patches con su caríta de felizidad. Gracias Villy, significa mucho para mí. Villy, esa corbata que usas, no sé de dónde la sacaste pero es supergay",FALSE,,FALSE,,,,
dependiente de oro,"Pagué miles, y usted me jode",FALSE,,FALSE,,,,
lana,Se me ocurren unas cuántas más,FALSE,,FALSE,,,,
guardia,"Su identificación, coronel",FALSE,,FALSE,,,,
malory,"Y como le hayas tocado un solo pelo en su cabecíta castaña, te voy a",FALSE,,FALSE,,,,
cheryl,Porque te voy a molar los sesos en las escaleras de color,FALSE,,FALSE,,,,
criminal,Y haberle contado lo que estoy haciendo ha sido claramente para despistar. Vale?,FALSE,,FALSE,,,,
pam,"No, es que aquí hace un calor de cojones",FALSE,,FALSE,,,,
stan,Un burrito de seis capas?,FALSE,,FALSE,,,,
stan,No?,FALSE,,FALSE,,,,
archer,"Oh, por un momento creía que eráis Lana",FALSE,,FALSE,,,,
sharon,"Es una hermosura, papá, gracias. Oy, mañana les toman los fotos escolares, también puede usarla",FALSE,,FALSE,,,,
archer,Es que estás de su lado? Ese cabrón ha amenazado a hacer daño a AJ. Que ahora que lo pienso es la culpable de todo esto...,FALSE,,FALSE,,,,
randy,"Gracias, Jim, porque esa siempre fue mi intención desde que se me ocurrió la idea, sabía que iba a terminarse de este modo",TRUE,insinceridad,FALSE,distinto,calidad,,"expresivo,representativo"
archer,"¿Y cuándo? ¿Por qué no quieres hablar de ello, Lana?",FALSE,,FALSE,,,,
criminal,Deje de decir eso,FALSE,,FALSE,,,,
ray,"¿Tu sabes cómo eres? Si es alguien de aquí, seré yo",FALSE,,FALSE,,,,
archer,Pero voy a dar por hecho que ha pedido refuerzos,FALSE,,FALSE,,,,
archer,Sí,FALSE,,FALSE,,,,
archer,"Por Dios, te tienes que relajar. Oh uah? Y no hay cerveza?",FALSE,,FALSE,,,,
animador,"Sí, Jackson recibe un golpe real, y no estoy seguro de lo que hace ahora, pero",FALSE,,FALSE,,,,
vivian,Eh 37 15,FALSE,,FALSE,,,,
todos,Sí,FALSE,,FALSE,,,,
cilo,Amo el sarcasmobol. Es mucho mejor que el futbol. Me alegra que no haya violencia en los deportes. Y el sarcasmobol es más divertido para ver,TRUE,"insinceridad,emocional",TRUE,contrario,calidad,expectación,expresivo
randy,"Sí, sí, hagámos esto, la economía está en excusado, se acerca una elección importante, pero la prioridad de este país debe ser que el futbol sea más seguro",TRUE,"insinceridad,alusión",TRUE,distinto,calidad,expectación,"representativo,directivo"
mr. mackey,"Sí, decidíamos que sin las patadas por la preocupación creciente de las conmociones, m'kay",FALSE,,FALSE,,,,
krieger,"No, no dispares. Allí está el bebé",FALSE,,FALSE,,,,
malory,Eso también,FALSE,,FALSE,,,,
archer,"Vale, sí, ten cuidado. ",FALSE,,FALSE,,,,
slater,"En fin, hasta que encuentren el topo y lo saquen, necesito que hagas canguro",FALSE,,FALSE,,,,
malory,El señor Slater,FALSE,,FALSE,,,,
archer,Y quítate ese chisme tan ridículo,FALSE,,FALSE,,,,
archer,"Sí, Lana, en serio. ¿Por qué mi madre no es apta para criar a AJ?",FALSE,,FALSE,,,,
cheryl,En Cánada no funciona nada,FALSE,,FALSE,,,,
cheryl,Parece que quiere ocultarlo,FALSE,,FALSE,,,,
randy,Eso es,FALSE,,FALSE,,,,
ray,Esto no se ve todos los días,FALSE,,FALSE,,,,
criminal,"Oye, oye, tienes que escuchar, no sé qué pasa aquí, pero tienes que darme la niña.",FALSE,,FALSE,,,,
todos,¿Qué?,FALSE,,FALSE,,,,
malory,"Estaba allí en el cochecíto, me puse una copa, llamó mi peletero, por cierto, me roba descaradamente. Llamé a la imigración para intentar que le deportaran a su padre. Me puse otra copa, pero no quedaba hielo, así que, ¡ah!",FALSE,,FALSE,,,,
butters,"Sé positivo, Stan. Chicos, abracense, abracense. ¿Bien, qué está ocurriendo aquí?",FALSE,,FALSE,,,,
archer,Vale,TRUE,"insinceridad,alusión",FALSE,contrario,calidad,expectación,expresivo
lana,Y calla. ¿Y qué operación está llevando a cabo CIA en Argentina?,FALSE,,FALSE,,,,
randy,"Gracias, Jim",FALSE,,FALSE,,,,
slater,"Sí por los oídos, cállate!",FALSE,,FALSE,,,,
criminal,Perfecto!,FALSE,,FALSE,,,,
slater,"En fin, lo llevaba un piso Franco de la CIA, pero nos estaba esperando varios de sus ex compañeros y he tenido que salir a tiros",FALSE,,FALSE,,,,
archer,"Pero cómo sabían dónde? Por Dios, habrá un topo en la CIA?",FALSE,,FALSE,,,,
médico,"¿En serio? ¿Cree que hay una relación entre el sarcasmo y el sarcasmobol de verdad? ¡Qué fascinante, continúe por favor!",TRUE,"insinceridad,alusión",FALSE,distinto,calidad,,"expresivo,representativo"
animador,"Vivian, acabas de conseguir un regalo. Cómo es tu apellido, corazón?",FALSE,,FALSE,,,,
lana,No te queda azúcar,FALSE,,FALSE,,,,
lana,"Bueno, puede… Aunque tiene mala pinta",FALSE,,FALSE,,,,
randy,"Oh, sí, porque tengo mucho tiempo para eso, Sharon. De hecho por qué no preparas una cena de cuatro platos para todos, mejor una cena de siete platos.",TRUE,"insinceridad,alusión",TRUE,distinto,"calidad,cantidad",,"representativo,directivo"
malory,"Y los demás, no veo la necesidad de contarle a Lana lo sucedido. ¿Entendido?",FALSE,,FALSE,,,,
archer,"¿Quién eres? Eh espera, no recuerdo",FALSE,,FALSE,,,,
malory,¿Dónde está?,FALSE,,FALSE,,,,
lana,"Archer, no te",FALSE,,FALSE,,,,
niño,"¡Ay, sí!",FALSE,,FALSE,,,,
dependiente de oro,"Bienvenidos a Tac Bell, les gustan nuestros doritos locos tacos?",FALSE,,FALSE,,,,
stan,Quiero saber cuánto ofrece por esta corbata de oro y diamantes,FALSE,,FALSE,,,,
criminal,A dónde creía que va? ,FALSE,,FALSE,,,,
slater,Y cien grandes,FALSE,,FALSE,,,,
lana,"A ti, te he quitado un punto porque Pam estaba dando a AJ salchichas para comer",FALSE,,FALSE,,,,
animador,"Parece como si estuviera buscando sus llaves, Dan",FALSE,,FALSE,,,,
lana,¿Solo Bourbon?,FALSE,,FALSE,,,,
criminal,Yo,FALSE,,FALSE,,,,
animador,Jackson se detuvo a las 45 y se levanta lentamente ,FALSE,,FALSE,,,,
cartman,"Amigo, es supergay",FALSE,,FALSE,,,,
butters,Perdón,FALSE,,FALSE,,,,
malory,"Vale ya Sterling, algo habrías hecho, estoy segura. Pero ahora tienes la ocasión de enmendarlo, algo que no es muy frecuente",FALSE,,FALSE,,,,
criminal,Sí en el sueño improbable en el 23 de Lexington...,FALSE,,FALSE,,,,
kyle,Esa es la equación para crear el oro?,FALSE,,FALSE,,,,
randy,¿Ah?,FALSE,,FALSE,,,,
stan,Gracias,FALSE,,FALSE,,,,
archer,No hasta que me tome este batido de mate y caña con una nube de tres en uno,FALSE,,FALSE,,,,
conway,"Sí, hombre, todos lo veímos venir. ¡Suéltalas!",TRUE,"alusión,insinceridad",FALSE,distinto,calidad,expectación,"expresivo,directivo"
cartman,¿Quién lo necesita? Tenemos a Butters,FALSE,,FALSE,,,,
archer,Literalmente,FALSE,,FALSE,,,,
animador,"Bien amigos, estamos a la mitade de nuestra transmisión de hoy. Quieren aprovechar las ofertas? Llamen ya!",FALSE,,FALSE,,,,
abuelo,Es un buena idea,FALSE,,FALSE,,,,
animadoras de denver,"¡Wohoo! ¡Vamos Broncos, vamos! ¡Qué alegría de mierda!",TRUE,"insinceridad,emocional",FALSE,distinto,"calidad,manera",expectación,"directivo,expresivo"
butters,"¿Qué, qué? ¿Oh? ¡Oh! ¡Papá! Volvió a ocurrir. Volvió a salirse mi cremosidad",FALSE,,FALSE,,,,
criminal,Perdón?,FALSE,,FALSE,,,,
stan,"No estamos siendo sarcásticos papá. ¿Es tan difícil creer que realmente disfrutamos de un juego sin violencia? ¿Te cuesta tanto creer que cuando Butters dice que la competitividad no puede estar compasiva, está siendo sincero?",FALSE,,FALSE,,,,
cartman,"Estoy en el negocio de reventa, pero no consigo suficientes joyas de la gente, así que quiero comprar las suyas",FALSE,,FALSE,,,,
ray,Está en la caja fuerte!,FALSE,,FALSE,,,,
malory,¡Te voy a matar!,FALSE,,FALSE,,,,
lana,"Conway, coge lo que necesites, me figuro que unas pilas nuevas, y vamos a sacarte da aquí.",TRUE,insinceridad,FALSE,distinto,calidad,,directivo
criminal,Espero no tener que llegar hasta eso,FALSE,,FALSE,,,,
stan,Es la misma corbata que tenía el Rey Enrique V,FALSE,,FALSE,,,,
archer,Vale,FALSE,,FALSE,,,,
stan,"Cartman, eres idiota",FALSE,,FALSE,,,,
archer,Coño,FALSE,,FALSE,,,,
criminal,"Ha contratado a un canguro, hola soy Maní",FALSE,,FALSE,,,,
animador,"Randy, primero permiteme agradecerte por tomar un juego que amamos y convertirlo en una pesadilla. ¡Muy bien hecho!",TRUE,"insinceridad,emocional",FALSE,distinto,calidad,expectación,expresivo
criminal,"Se lo diré de todas formas, lo estoy usando para colocar mi programa de espía ultramoderna en la sede de CIA para que la inteligencia paquistaní sepa todo lo que hacen en tiempo real",FALSE,,FALSE,,,,
randy,"Oh, sí soy el que inventó el sarcasmobol. No hay manera de que sepa cómo entrenarlos",TRUE,"insinceridad,alusión",FALSE,distinto,calidad,expectación,representativo
stan,"Butters, eres malo en todos los deportes",FALSE,,FALSE,,,,
randy,"Sube al auto, Stan. Nos vamos a la casa",FALSE,,FALSE,,,,
randy,"Ah, bien hecho, árbitros del juego",TRUE,"insinceridad,alusión",FALSE,contrario,calidad,expectación,expresivo
cheryl,"Vale, pues, lo veo pero el espía tiene un arma. Creo que está robando al señor Archer",FALSE,,FALSE,,,,
slater,"Ah, en fin, lo han descubierto. La inteligencia Argentina va por él y hay que sacarlo de allí cagando leches",FALSE,,FALSE,,,,
criminal,"Tu puta madre, me has disparado!",FALSE,,FALSE,,,,
ray,Y por lo visto le va muy bien,FALSE,,FALSE,,,,
criminal,Solo es una de las muchísimas otras cosas que podría estar haciendo,FALSE,,FALSE,,,,
randy,"Stan, Stan",FALSE,,FALSE,,,,
lana,Vamos a hablar de beber tres litros de mexicanos negors antes de conducir con tu hija y un actuante dentro,FALSE,,FALSE,,,,
malory,¿Por qué no te callas? Tengo que pensar,FALSE,,FALSE,,,,
lana,Desde luego estás conmocionado,FALSE,,FALSE,,,,
criminal,"Y de dónde viene lo de piso franco, verdad? Tendrían que llamarlos pisos sin nombre. Pero aquí estoy a salvo, no?",FALSE,,FALSE,,,,
kyle,"""Y si lo llevas a uno de esos lugares de empeño. En cada dos cuadras hay un sujeto con un cartel que dice: """"compramos oro"""". Mucha gente lo hace""",FALSE,,FALSE,,,,
lana,Uh,FALSE,,FALSE,,,,
todos,Sí,FALSE,,FALSE,,,,
malory,¿A quién iban a elegir si no?,FALSE,,FALSE,,,,
malory,"Cyril, ponle a cría salvo",FALSE,,FALSE,,,,
conway,"No puedo, no tengo la infromación",FALSE,,FALSE,,,,
stan,"Lo siento, mi papá está tomándose el sarcasmobol profesional muy en serio",FALSE,,FALSE,,,,
randy,"Sí, somos tus padres, no podemos decirte qué hacer",TRUE,"insinceridad,alusión",FALSE,contrario,calidad,norma,representativo
archer,"Si nos pasa algo a los dos, ¿quién se hará cargo de la niña?",FALSE,,FALSE,,,,
archer,Y por qué me cuentas esto?,FALSE,,FALSE,,,,
cyril,"Pues ahora que lo dices, sí se le veía un poco nervioso",FALSE,,FALSE,,,,
archer,Y yo. Pagar por pasar veintiquatro horas en una yurta es sin duda la tontería más grande que has hecho,FALSE,,FALSE,,,,
mr. mackey,"Eh, salgan del campo, m'kay",FALSE,,FALSE,,,,
archer,Pero te lo dije por tu bien,FALSE,,FALSE,,,,
cyril,Así es justo cómo murió Bret,FALSE,,FALSE,,,,
lana,No me parece el momento para hablar de eso,FALSE,,FALSE,,,,
criminal,Ya la cerramos con llave?,FALSE,,FALSE,,,,
malory,"Lana, supongo que era una analogía deportiva para hacernos de menos, pero aceptamos la misión. ¿Verdad Sterling?",FALSE,,FALSE,,,,
espectador,¡Duro con ellos! ¡Amor con compasión!,TRUE,"insinceridad,alusión",FALSE,distinto,calidad,,directivo
archer,"Antes de que me dispares, puedo decirte una cosa?",FALSE,,FALSE,,,,
criminal,Bueno vale,FALSE,,FALSE,,,,
dependiente de oro,"Oro de cuatorce quilates, o sea cuatorce dólares al gramo en el mercado, tenemos unos cuatro grámos. Esto es una pérdida de tiempo. Puedo ofrecerte un burrito de seis capas por esto",FALSE,,FALSE,,,,
